Serial No.,Round No.,Period,City,Age,Gender,Annual Income,Assembly Constituency Name,Educational Qualification,No. of Family Members,No. of Earning members in the family,Occupation of Respondent,Perception on General Economic condition - compared to one year ago,Outlook on General Economic condition - one year ahead,Perception on Household income - compared to one year ago,Outlook on Household income - one year ahead,Perception on Household spending - compared to one year ago,Outlook on Household spending - one year ahead,Perception on essential spending - compared to one year ago,Outlook on essential spending - one year ahead,Perception on non-essential spending - compared to one year ago,Outlook on non-essential spending - one year ahead,Perception on Employment scenario - compared to one year ago,Outlook on Employment scenario - one year ahead,Perception on General prices - compared to one year ago,Outlook on General prices - one year ahead,Perception on Inflation - compared to one year ago,Outlook on Inflation - one year ahead
3969,46,Dec-18,Kolkata,60  & above year,Female,Rs. 1 to less than 3 lakh,Bhabanipur,5th Std-Below 10th Std,1 to 2,1,Retired/Pensioners,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3970,46,Dec-18,Kolkata,60  & above year,Female,Rs. 1 to less than 3 lakh,Bhabanipur,Graduate,1 to 2,1,Self Employed/ Business,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Decreased,Remain the same,Worsened,Remain the same,Increased,Will increase,Increased,Remain the same
3971,46,Dec-18,Kolkata,60  & above year,Female,Rs. 1 to less than 3 lakh,Bidhannagar,5th Std-Below 10th Std,3 or 4,1,House wife,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3972,46,Dec-18,Kolkata,60  & above year,Female,Rs. 1 to less than 3 lakh,Jadavpur,Graduate,3 or 4,1,House wife,Worsened,Will worsen,Remained the same,Will increase,Increased,Will decrease,Increased,Remain the same,Increased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3973,46,Dec-18,Kolkata,60  & above year,Female,Rs. 1 to less than 3 lakh,Jadavpur,Graduate,5 and more,2,Self Employed/ Business,Remained the same,Will worsen,Remained the same,Will increase,Remained the same,Remain the same,Increased,Will increase,Remained the same,Will decrease,Worsened,Will worsen,Increased,Will increase,Decreased,Will decrease
3974,46,Dec-18,Kolkata,60  & above year,Female,Rs. 1 to less than 3 lakh,Kasba,Illiterate,3 or 4,2,Employed,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
3975,46,Dec-18,Kolkata,60  & above year,Female,Rs. 1 to less than 3 lakh,Khardaha,12th Std,5 and more,1,House wife,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will improve,Increased,Remain the same,Remained the same,
3976,46,Dec-18,Kolkata,60  & above year,Female,Rs. 1 to less than 3 lakh,Khardaha,5th Std-Below 10th Std,3 or 4,1,House wife,Worsened,Will improve,Remained the same,Will increase,Remained the same,Will increase,Increased,Will increase,Decreased,Will increase,Improved,Will improve,Increased,Will decrease,Decreased,
3977,46,Dec-18,Kolkata,60  & above year,Female,Rs. 1 to less than 3 lakh,Rashbehari,10th Std-Below 12th Std,3 or 4,2,House wife,Worsened,Will worsen,Remained the same,Will increase,Increased,Remain the same,Increased,Will increase,Increased,Will decrease,Remained the same,Will improve,Increased,Will increase,Decreased,Will decrease
3978,46,Dec-18,Kolkata,60  & above year,Female,Rs. 1 to less than 3 lakh,Rashbehari,Post Graduate,5 and more,2,House wife,Improved,Will improve,Remained the same,Will decrease,Increased,Will decrease,Increased,Will decrease,Decreased,Will decrease,Improved,Will improve,Increased,Remain the same,Decreased,
3979,46,Dec-18,Kolkata,60  & above year,Female,Rs. 1 to less than 3 lakh,Tollyganj,5th Std-Below 10th Std,5 and more,1,House wife,Worsened,Will improve,Remained the same,Remain the same,Increased,Will decrease,Increased,Will decrease,Increased,Will decrease,Remained the same,Remain the same,Increased,Will increase,Remained the same,Will decrease
3980,46,Dec-18,Kolkata,60  & above year,Female,Rs. 3 lakh to 5 lakh,Bhabanipur,Post Graduate,1 to 2,2,Retired/Pensioners,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Remain the same,Increased,Will increase,Decreased,Will decrease,Worsened,Remain the same,Increased,Will increase,Remained the same,Remain the same
3981,46,Dec-18,Kolkata,60  & above year,Female,Rs. 5 lakh or more,Rashbehari,Graduate,1 to 2,1,House wife,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Remain the same,Improved,Will improve,Increased,Will increase,Remained the same,Remain the same
3982,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Baranagar,Below 5th Std,5 and more,2,Retired/Pensioners,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
3983,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Baranagar,Illiterate,5 and more,2,Retired/Pensioners,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3984,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Barrackpore,5th Std-Below 10th Std,3 or 4,1,Retired/Pensioners,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3985,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Behala Paschim,10th Std-Below 12th Std,5 and more,2,Retired/Pensioners,Worsened,Remain the same,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Remain the same,Increased,Remain the same,Increased,
3986,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Behala Paschim,12th Std,5 and more,1,Employed,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Remained the same,Will increase,Increased,Remain the same,Remained the same,Will worsen,Increased,Will increase,Remained the same,Will increase
3987,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Behala Paschim,5th Std-Below 10th Std,5 and more,3,Employed,Worsened,Will improve,Remained the same,Will increase,Increased,Remain the same,Increased,Remain the same,Remained the same,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3988,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Behala Paschim,Below 5th Std,3 or 4,2,Daily worker,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will improve,Increased,Will decrease,Increased,
3989,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Bidhannagar,Below 5th Std,5 and more,1,Daily worker,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3990,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Bidhannagar,Graduate,3 or 4,1,Retired/Pensioners,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will decrease,Worsened,Will worsen,Increased,Will decrease,Increased,
3991,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Bidhannagar,Graduate,3 or 4,1,Retired/Pensioners,Worsened,Will worsen,Remained the same,Will increase,Remained the same,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3992,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Bidhannagar,Illiterate,5 and more,2,Daily worker,Worsened,Will worsen,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will decrease,Improved,Will improve,Increased,Will decrease,Increased,
3993,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Jadavpur,10th Std-Below 12th Std,3 or 4,1,Retired/Pensioners,Worsened,Will worsen,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3994,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Jorasanko,Below 5th Std,3 or 4,1,Retired/Pensioners,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3995,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Jorasanko,Graduate,3 or 4,1,Employed,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3996,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Kashipur-Belgachhia,10th Std-Below 12th Std,5 and more,2,Retired/Pensioners,Worsened,Will worsen,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3997,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Kashipur-Belgachhia,12th Std,5 and more,1,Retired/Pensioners,Worsened,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will decrease,Improved,Will improve,Increased,Will increase,Increased,Will increase
3998,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Kashipur-Belgachhia,12th Std,5 and more,1,Retired/Pensioners,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3999,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Khardaha,5th Std-Below 10th Std,3 or 4,1,Daily worker,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4000,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Khardaha,Graduate,3 or 4,1,Retired/Pensioners,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4001,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Madhyamgram,10th Std-Below 12th Std,3 or 4,2,Retired/Pensioners,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4002,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Madhyamgram,12th Std,3 or 4,1,Retired/Pensioners,Worsened,Remain the same,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Decreased,Remain the same,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
4003,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Madhyamgram,12th Std,3 or 4,1,Self Employed/ Business,Worsened,Remain the same,Remained the same,Will decrease,Remained the same,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
4004,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Madhyamgram,Below 5th Std,5 and more,1,Retired/Pensioners,Worsened,Will worsen,Decreased,Remain the same,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4005,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Maniktola,10th Std-Below 12th Std,5 and more,1,Retired/Pensioners,Worsened,Remain the same,Remained the same,Will decrease,Increased,Will increase,Increased,Will increase,Increased,Will decrease,Worsened,Remain the same,Increased,Remain the same,Increased,
4006,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Maniktola,10th Std-Below 12th Std,5 and more,2,Daily worker,Worsened,Will worsen,Increased,Remain the same,Increased,Will increase,Increased,Remain the same,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4007,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Maniktola,12th Std,1 to 2,1,Retired/Pensioners,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Remained the same,Will worsen,Increased,Will increase,Remained the same,Will increase
4008,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Maniktola,12th Std,3 or 4,1,Retired/Pensioners,Worsened,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Remain the same,Increased,
4009,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Maniktola,12th Std,3 or 4,1,Retired/Pensioners,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4010,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Noapara,10th Std-Below 12th Std,1 to 2,1,Self Employed/ Business,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4011,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Noapara,5th Std-Below 10th Std,1 to 2,1,Unemployed,Improved,Will improve,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Remained the same,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4012,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Noapara,Graduate,5 and more,1,Retired/Pensioners,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4013,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Panihati,5th Std-Below 10th Std,5 and more,1,Daily worker,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will decrease,Worsened,Will improve,Increased,Will increase,Increased,Will increase
4014,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Panihati,Graduate,1 to 2,1,Retired/Pensioners,Worsened,Will worsen,Remained the same,Will increase,Increased,Remain the same,Increased,Will increase,Decreased,Will decrease,Improved,Will improve,Increased,Will increase,Increased,Will increase
4015,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Shyampukur,10th Std-Below 12th Std,3 or 4,1,Retired/Pensioners,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4016,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Shyampukur,12th Std,5 and more,2,Retired/Pensioners,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will decrease,Worsened,Will improve,Increased,Will decrease,Increased,
4017,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 lakh or less,Shyampukur,5th Std-Below 10th Std,3 or 4,2,Self Employed/ Business,Worsened,Will worsen,Remained the same,Will decrease,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4018,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 to less than 3 lakh,Baranagar,5th Std-Below 10th Std,5 and more,2,Retired/Pensioners,Worsened,Will worsen,Increased,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4019,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 to less than 3 lakh,Baranagar,Graduate,3 or 4,1,Retired/Pensioners,Worsened,Will worsen,Remained the same,Will decrease,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4020,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 to less than 3 lakh,Behala Paschim,Illiterate,3 or 4,1,Retired/Pensioners,Improved,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4021,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 to less than 3 lakh,Beleghata,12th Std,3 or 4,1,Retired/Pensioners,Worsened,Will improve,Remained the same,Remain the same,Increased,Remain the same,Increased,Remain the same,Remained the same,Remain the same,Worsened,Will worsen,Increased,Will increase,Remained the same,Will increase
4022,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 to less than 3 lakh,Beleghata,Graduate,3 or 4,1,Retired/Pensioners,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Remain the same
4023,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 to less than 3 lakh,Bidhannagar,10th Std-Below 12th Std,1 to 2,1,Retired/Pensioners,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4024,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 to less than 3 lakh,Bidhannagar,Graduate,3 or 4,1,Retired/Pensioners,Worsened,Will worsen,Remained the same,Will decrease,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4025,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 to less than 3 lakh,Dum Dum North,12th Std,1 to 2,1,Retired/Pensioners,Worsened,Will improve,Remained the same,Will increase,Increased,Will decrease,Increased,Will decrease,Remained the same,Remain the same,Improved,Will improve,Increased,Will decrease,Increased,
4026,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 to less than 3 lakh,Kamarhati,5th Std-Below 10th Std,5 and more,1,Retired/Pensioners,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4027,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 to less than 3 lakh,Khardaha,5th Std-Below 10th Std,5 and more,2,Retired/Pensioners,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will increase,Remained the same,Will worsen,Increased,Will increase,Increased,Will increase
4028,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 to less than 3 lakh,Madhyamgram,12th Std,1 to 2,1,Retired/Pensioners,Remained the same,Will worsen,Remained the same,Will increase,Increased,Will decrease,Increased,Will decrease,Decreased,Will decrease,Worsened,Will worsen,Remained the same,Remain the same,,
4029,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 to less than 3 lakh,Madhyamgram,12th Std,3 or 4,1,Retired/Pensioners,Worsened,Will improve,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Will improve,Increased,Will decrease,Remained the same,
4030,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 to less than 3 lakh,Madhyamgram,Post Graduate,1 to 2,1,Retired/Pensioners,Worsened,Will worsen,Increased,Remain the same,Increased,Remain the same,Increased,Remain the same,Remained the same,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4031,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 to less than 3 lakh,Noapara,12th Std,3 or 4,1,Retired/Pensioners,Worsened,Will worsen,Remained the same,Will increase,Remained the same,Will increase,Increased,Will increase,Decreased,Will decrease,Improved,Will improve,Increased,Will increase,Remained the same,Will increase
4032,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 to less than 3 lakh,Noapara,5th Std-Below 10th Std,5 and more,3,Retired/Pensioners,Improved,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4033,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 to less than 3 lakh,Noapara,Below 5th Std,5 and more,1,Retired/Pensioners,Worsened,Will worsen,Increased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4034,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 to less than 3 lakh,Noapara,Graduate,3 or 4,1,Employed,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4035,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 to less than 3 lakh,Noapara,Graduate,3 or 4,1,Retired/Pensioners,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Remained the same,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4036,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 to less than 3 lakh,Panihati,Graduate,5 and more,1,Retired/Pensioners,Worsened,Will worsen,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4037,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 to less than 3 lakh,Rashbehari,10th Std-Below 12th Std,3 or 4,1,Employed,Improved,Will improve,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Worsened,Remain the same,Increased,Will decrease,Decreased,
4038,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 to less than 3 lakh,Shyampukur,Graduate,3 or 4,1,Self Employed/ Business,Worsened,Will worsen,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4039,46,Dec-18,Kolkata,60  & above year,Male,Rs. 1 to less than 3 lakh,Tollyganj,5th Std-Below 10th Std,3 or 4,2,Self Employed/ Business,Worsened,Will worsen,Remained the same,Remain the same,Remained the same,Will increase,Increased,Will increase,Decreased,Will increase,Worsened,Will worsen,Increased,Will increase,Decreased,Will decrease
4040,46,Dec-18,Kolkata,60  & above year,Male,Rs. 3 lakh to 5 lakh,Beleghata,Graduate,1 to 2,2,Retired/Pensioners,Worsened,Will worsen,Remained the same,Will decrease,Increased,Remain the same,Increased,Will decrease,Increased,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4041,46,Dec-18,Kolkata,60  & above year,Male,Rs. 3 lakh to 5 lakh,Kasba,Post Graduate,5 and more,2,Retired/Pensioners,Worsened,Will worsen,Increased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Remain the same
4042,46,Dec-18,Kolkata,60  & above year,Male,Rs. 3 lakh to 5 lakh,Khardaha,Graduate,3 or 4,1,Retired/Pensioners,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Remain the same,Worsened,Remain the same,Increased,Remain the same,Increased,
4043,46,Dec-18,Kolkata,60  & above year,Male,Rs. 3 lakh to 5 lakh,Noapara,12th Std,5 and more,1,Retired/Pensioners,Worsened,Will worsen,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4044,46,Dec-18,Kolkata,60  & above year,Male,Rs. 3 lakh to 5 lakh,Rashbehari,Graduate,5 and more,2,Retired/Pensioners,Worsened,Remain the same,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will decrease,Remained the same,Will worsen,Increased,Remain the same,Increased,
4045,46,Dec-18,Kolkata,60  & above year,Male,Rs. 5 lakh or more,Behala Purba,Post Graduate,3 or 4,4,Retired/Pensioners,Worsened,Will worsen,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will worsen,Increased,Will increase,Remained the same,Will decrease
4046,46,Dec-18,Kolkata,60  & above year,Male,Rs. 5 lakh or more,Bhabanipur,Post Graduate,1 to 2,1,Retired/Pensioners,Worsened,Will worsen,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4047,46,Dec-18,Kolkata,60  & above year,Male,Rs. 5 lakh or more,Jorasanko,Graduate,3 or 4,4,Retired/Pensioners,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will increase
4048,46,Dec-18,Kolkata,60  & above year,Male,Rs. 5 lakh or more,Rashbehari,Graduate,3 or 4,2,Retired/Pensioners,Worsened,Will improve,Remained the same,Will increase,Increased,Remain the same,Increased,Will increase,Decreased,Will decrease,Remained the same,Will improve,Increased,Will increase,Increased,Remain the same
4049,46,Dec-18,Kolkata,60  & above year,Male,Rs. 5 lakh or more,Rashbehari,Post Graduate,3 or 4,1,Retired/Pensioners,Improved,Remain the same,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will decrease,Improved,Remain the same,Decreased,Will decrease,,
4050,46,Dec-18,Kolkata,60  & above year,Male,Rs. 5 lakh or more,Rashbehari,Post Graduate,3 or 4,1,Retired/Pensioners,Remained the same,Remain the same,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Will increase,Decreased,Will decrease
4051,46,Dec-18,Lucknow,22-29 year,Female,Rs. 1 lakh or less,LUCKNOW CANTT,10th Std-Below 12th Std,5 and more,1,House wife,Improved,Will improve,Remained the same,Will increase,Remained the same,Will increase,Increased,Will increase,Decreased,Will decrease,Remained the same,Will worsen,Increased,Will decrease,Decreased,
4052,46,Dec-18,Lucknow,22-29 year,Female,Rs. 1 lakh or less,LUCKNOW CENTRAL,12th Std,5 and more,1,Unemployed,Remained the same,Will improve,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
4053,46,Dec-18,Lucknow,22-29 year,Female,Rs. 1 lakh or less,LUCKNOW CENTRAL,5th Std-Below 10th Std,3 or 4,1,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
4054,46,Dec-18,Lucknow,22-29 year,Female,Rs. 1 lakh or less,LUCKNOW CENTRAL,Graduate,5 and more,1,Unemployed,Worsened,Will improve,Decreased,Will increase,Decreased,Will increase,Decreased,Will increase,Decreased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
4055,46,Dec-18,Lucknow,22-29 year,Female,Rs. 1 lakh or less,LUCKNOW CENTRAL,Graduate,5 and more,2,Self Employed/ Business,Worsened,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Remain the same,Increased,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
4056,46,Dec-18,Lucknow,22-29 year,Female,Rs. 1 lakh or less,LUCKNOW EAST,5th Std-Below 10th Std,5 and more,3,House wife,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Improved,Will improve,Increased,Will decrease,Decreased,
4057,46,Dec-18,Lucknow,22-29 year,Female,Rs. 1 lakh or less,LUCKNOW EAST,Graduate,3 or 4,1,House wife,Remained the same,Remain the same,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Remain the same,Remained the same,Remain the same,,
