Serial No.,Round No.,Period,City,Age,Gender,Annual Income,Assembly Constituency Name,Educational Qualification,No. of Family Members,No. of Earning members in the family,Occupation of Respondent,Perception on General Economic condition - compared to one year ago,Outlook on General Economic condition - one year ahead,Perception on Household income - compared to one year ago,Outlook on Household income - one year ahead,Perception on Household spending - compared to one year ago,Outlook on Household spending - one year ahead,Perception on essential spending - compared to one year ago,Outlook on essential spending - one year ahead,Perception on non-essential spending - compared to one year ago,Outlook on non-essential spending - one year ahead,Perception on Employment scenario - compared to one year ago,Outlook on Employment scenario - one year ahead,Perception on General prices - compared to one year ago,Outlook on General prices - one year ahead,Perception on Inflation - compared to one year ago,Outlook on Inflation - one year ahead
5775,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Chembur  ,10th Std-Below 12th Std,5 and more,2,House wife,Worsened,Will worsen,Decreased,Will decrease,Increased,Will decrease,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5776,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Chembur  ,5th Std-Below 10th Std,5 and more,1,House wife,Worsened,Will worsen,Decreased,Will decrease,Decreased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5777,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Chembur  ,5th Std-Below 10th Std,5 and more,3,Daily worker,Worsened,Will worsen,Decreased,Will decrease,Remained the same,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5778,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Chembur  ,Below 5th Std,3 or 4,2,House wife,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5779,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Chembur  ,Below 5th Std,5 and more,1,Employed,Worsened,Will worsen,Decreased,Will decrease,Decreased,Will decrease,Increased,Remain the same,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5780,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Chembur  ,Graduate,5 and more,1,House wife,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5781,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Colaba ,5th Std-Below 10th Std,1 to 2,1,House wife,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Will increase,Remained the same,Will increase
5782,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Dhaisar ,Post Graduate,3 or 4,1,Employed,Worsened,Remain the same,Decreased,Will decrease,Decreased,Will decrease,Decreased,Will decrease,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Remain the same
5783,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Dharavi (SC) ,5th Std-Below 10th Std,5 and more,1,House wife,Remained the same,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will decrease
5784,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Dharavi (SC) ,Graduate,1 to 2,1,House wife,Worsened,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
5785,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Dindoshi ,12th Std,5 and more,1,House wife,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5786,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Dindoshi ,5th Std-Below 10th Std,5 and more,1,House wife,Worsened,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Improved,Will improve,Increased,Will increase,Increased,Will increase
5787,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Dindoshi ,5th Std-Below 10th Std,5 and more,1,House wife,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5788,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Ghatkopar East ,10th Std-Below 12th Std,1 to 2,1,House wife,Improved,Will improve,Remained the same,Will increase,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Improved,Will improve,Remained the same,Will increase,,Remain the same
5789,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Ghatkopar East ,5th Std-Below 10th Std,3 or 4,2,House wife,Improved,Will improve,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Remain the same,Remained the same,Will increase,Improved,Will improve,Remained the same,Will increase,,Remain the same
5790,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Ghatkopar East ,Graduate,1 to 2,1,Unemployed,Improved,Will improve,Remained the same,Remain the same,Remained the same,Will increase,Increased,Will increase,Decreased,Remain the same,Improved,Will improve,Increased,Remain the same,Remained the same,
5791,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Goregaon ,5th Std-Below 10th Std,3 or 4,2,House wife,Improved,Will improve,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Remain the same,Increased,Will increase,Remained the same,Will increase
5792,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Jogeswari East ,5th Std-Below 10th Std,5 and more,1,House wife,Improved,Will improve,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
5793,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Jogeswari East ,5th Std-Below 10th Std,5 and more,1,House wife,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5794,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Kalina  ,10th Std-Below 12th Std,3 or 4,1,House wife,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5795,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Kalina  ,5th Std-Below 10th Std,3 or 4,1,House wife,Worsened,Will worsen,Decreased,Will decrease,Decreased,Will increase,Decreased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5796,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Kalina  ,5th Std-Below 10th Std,5 and more,1,House wife,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5797,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Kalina  ,5th Std-Below 10th Std,5 and more,2,House wife,Remained the same,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
5798,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Kandivali East ,5th Std-Below 10th Std,3 or 4,1,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Improved,Will improve,Increased,Will increase,Remained the same,Remain the same
5799,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Kandivali East ,5th Std-Below 10th Std,5 and more,2,House wife,Improved,Will improve,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Decreased,Remain the same,Improved,Will improve,Remained the same,Remain the same,,
5800,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Kurla (SC) ,10th Std-Below 12th Std,5 and more,2,Employed,Worsened,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5801,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Kurla (SC) ,5th Std-Below 10th Std,3 or 4,1,House wife,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will decrease,Improved,Will improve,Increased,Will increase,Increased,Will increase
5802,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Kurla (SC) ,5th Std-Below 10th Std,3 or 4,1,House wife,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will improve,Increased,Will increase,Increased,Will increase
5803,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Kurla (SC) ,5th Std-Below 10th Std,3 or 4,1,House wife,Worsened,Will worsen,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5804,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Kurla (SC) ,Below 5th Std,3 or 4,1,House wife,Worsened,Remain the same,Decreased,Will decrease,Decreased,Will decrease,Decreased,Will decrease,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5805,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Kurla (SC) ,Below 5th Std,3 or 4,1,House wife,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5806,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Malad West ,10th Std-Below 12th Std,3 or 4,1,House wife,Improved,Will improve,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will improve,Remained the same,Will increase,,Will increase
5807,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Malad West ,10th Std-Below 12th Std,3 or 4,1,House wife,Remained the same,Remain the same,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
5808,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Malad West ,5th Std-Below 10th Std,5 and more,1,House wife,Worsened,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will increase
5809,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Malad West ,5th Std-Below 10th Std,5 and more,2,Daily worker,Worsened,Will improve,Increased,Will decrease,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Improved,Will improve,Increased,Will decrease,Decreased,
5810,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Mulund ,5th Std-Below 10th Std,5 and more,2,House wife,Worsened,Will worsen,Increased,Remain the same,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will worsen,Increased,Will increase,Increased,Will increase
5811,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Sion Koliwada ,10th Std-Below 12th Std,3 or 4,2,House wife,Worsened,Remain the same,Decreased,Remain the same,Increased,Remain the same,Increased,Will increase,Decreased,Remain the same,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
5812,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Sion Koliwada ,12th Std,5 and more,2,House wife,Improved,Will improve,Remained the same,Will increase,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Improved,Will improve,Increased,Remain the same,Decreased,
5813,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Sion Koliwada ,Below 5th Std,5 and more,1,House wife,Improved,Will improve,Decreased,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Will improve,Decreased,Remain the same,,
5814,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Sion Koliwada ,Graduate,3 or 4,1,House wife,Worsened,Remain the same,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5815,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Sion Koliwada ,Graduate,5 and more,5,House wife,Worsened,Remain the same,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Decreased,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will increase
5816,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Sion Koliwada ,Post Graduate,5 and more,2,House wife,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
5817,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Vandre West ,10th Std-Below 12th Std,3 or 4,1,House wife,Remained the same,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will decrease
5818,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Vandre West ,10th Std-Below 12th Std,5 and more,1,House wife,Improved,Will improve,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
5819,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Vandre West ,5th Std-Below 10th Std,3 or 4,2,House wife,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
5820,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Vandre West ,5th Std-Below 10th Std,5 and more,2,House wife,Worsened,Will worsen,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
5821,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Varsova ,10th Std-Below 12th Std,3 or 4,1,House wife,Worsened,Will worsen,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5822,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Varsova ,10th Std-Below 12th Std,5 and more,1,House wife,Worsened,Will worsen,Remained the same,Will decrease,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5823,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Varsova ,12th Std,3 or 4,1,House wife,Remained the same,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will increase
5824,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Varsova ,5th Std-Below 10th Std,3 or 4,1,House wife,Worsened,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Decreased,Remain the same,,
5825,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Varsova ,5th Std-Below 10th Std,3 or 4,2,House wife,Remained the same,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
5826,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Varsova ,Graduate,5 and more,1,House wife,Worsened,Remain the same,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
5827,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Vikhroli ,10th Std-Below 12th Std,3 or 4,1,House wife,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
5828,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Vikhroli ,5th Std-Below 10th Std,5 and more,1,House wife,Improved,Remain the same,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Improved,Will improve,Remained the same,Will increase,,Remain the same
5829,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Vile Parle ,10th Std-Below 12th Std,5 and more,1,House wife,Worsened,Remain the same,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5830,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Vile Parle ,10th Std-Below 12th Std,5 and more,3,House wife,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
5831,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Vile Parle ,5th Std-Below 10th Std,3 or 4,1,House wife,Remained the same,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
5832,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Vile Parle ,Illiterate,5 and more,1,House wife,Remained the same,Remain the same,Increased,Will decrease,Increased,Will increase,Increased,Remain the same,Increased,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Remain the same
5833,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Wadala ,10th Std-Below 12th Std,3 or 4,1,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Improved,Will improve,Increased,Will increase,Remained the same,Will increase
5834,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Wadala ,10th Std-Below 12th Std,5 and more,2,House wife,Improved,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Improved,Will improve,Increased,Will increase,Increased,Will increase
5835,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Wadala ,5th Std-Below 10th Std,3 or 4,1,House wife,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5836,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Andheri Eest ,Graduate,5 and more,1,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
5837,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Andheri West ,10th Std-Below 12th Std,5 and more,1,House wife,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
5838,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Anushakti Nagar ,12th Std,5 and more,2,Employed,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will increase,Increased,Will increase,Improved,Remain the same,Decreased,Will increase,,Will increase
5839,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Anushakti Nagar ,5th Std-Below 10th Std,3 or 4,2,Self Employed/ Business,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
5840,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Anushakti Nagar ,5th Std-Below 10th Std,3 or 4,2,Self Employed/ Business,Remained the same,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will increase
5841,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Bhandup West ,Below 5th Std,3 or 4,2,House wife,Improved,Will improve,Remained the same,Will increase,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Remain the same,Increased,
5842,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Bhandup West ,Graduate,3 or 4,1,House wife,Improved,Will improve,Remained the same,Will increase,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Will improve,Increased,Will increase,Remained the same,Remain the same
5843,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Borivali ,10th Std-Below 12th Std,3 or 4,2,Daily worker,Improved,Will improve,Remained the same,Remain the same,Remained the same,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Will increase,Decreased,Will increase
5844,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Borivali ,10th Std-Below 12th Std,5 and more,1,House wife,Remained the same,Will improve,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will improve,Increased,Remain the same,Decreased,
5845,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Borivali ,Post Graduate,3 or 4,1,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will decrease
5846,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Byculla ,12th Std,5 and more,2,House wife,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
5847,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Byculla ,12th Std,5 and more,2,House wife,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5848,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Dhaisar ,12th Std,5 and more,1,House wife,Remained the same,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Remained the same,Remain the same
5849,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Dharavi (SC) ,5th Std-Below 10th Std,3 or 4,1,House wife,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5850,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Dharavi (SC) ,5th Std-Below 10th Std,5 and more,1,House wife,Remained the same,Remain the same,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
5851,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Ghatkopar East ,10th Std-Below 12th Std,5 and more,1,House wife,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will improve,Increased,Will increase,Remained the same,Will increase
5852,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Ghatkopar East ,10th Std-Below 12th Std,5 and more,2,House wife,Improved,Will improve,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Will increase,Improved,Will improve,Increased,Will increase,Remained the same,Remain the same
5853,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Ghatkopar West ,12th Std,3 or 4,1,House wife,Improved,Remain the same,Remained the same,Will increase,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Will improve,Remained the same,Remain the same,,
5854,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Ghatkopar West ,12th Std,3 or 4,1,Self Employed/ Business,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
5855,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Ghatkopar West ,12th Std,5 and more,2,House wife,Improved,Will improve,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Remain the same,Improved,Will improve,Remained the same,Remain the same,,
5856,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Ghatkopar West ,5th Std-Below 10th Std,3 or 4,2,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
5857,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Goregaon ,10th Std-Below 12th Std,3 or 4,1,House wife,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
5858,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Goregaon ,12th Std,3 or 4,1,House wife,Worsened,Will improve,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
5859,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Goregaon ,Graduate,3 or 4,2,House wife,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
5860,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Kalina  ,10th Std-Below 12th Std,3 or 4,1,House wife,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5861,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Kalina  ,Post Graduate,5 and more,2,Employed,Remained the same,Will improve,Remained the same,Will increase,Increased,Will decrease,Increased,Will increase,Decreased,Will decrease,Improved,Will improve,Increased,Will increase,Increased,Will increase
5862,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Kandivali East ,12th Std,5 and more,1,House wife,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will improve,Decreased,Will increase,,Will increase
5863,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Kurla (SC) ,Graduate,3 or 4,3,House wife,Improved,Will improve,Remained the same,Will increase,Increased,Remain the same,Increased,Will increase,Increased,Remain the same,Improved,Will improve,Increased,Remain the same,Remained the same,
5864,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Magathane ,10th Std-Below 12th Std,3 or 4,1,House wife,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Remained the same,Will improve,Increased,Will increase,Increased,Remain the same
5865,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Magathane ,5th Std-Below 10th Std,3 or 4,1,House wife,Improved,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Decreased,Will decrease
