Serial No.,Round No.,Period,City,Age,Gender,Annual Income,Assembly Constituency Name,Educational Qualification,No. of Family Members,No. of Earning members in the family,Occupation of Respondent,Perception on General Economic condition - compared to one year ago,Outlook on General Economic condition - one year ahead,Perception on Household income - compared to one year ago,Outlook on Household income - one year ahead,Perception on Household spending - compared to one year ago,Outlook on Household spending - one year ahead,Perception on essential spending - compared to one year ago,Outlook on essential spending - one year ahead,Perception on non-essential spending - compared to one year ago,Outlook on non-essential spending - one year ahead,Perception on Employment scenario - compared to one year ago,Outlook on Employment scenario - one year ahead,Perception on General prices - compared to one year ago,Outlook on General prices - one year ahead,Perception on Inflation - compared to one year ago,Outlook on Inflation - one year ahead
4055,44,Sep-18,Kolkata,60  & above year,Male,Rs. 1 to less than 3 lakh,Jorasanko,Graduate,1 to 2,1,Retired/Pensioners,Worsened,Will worsen,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4056,44,Sep-18,Kolkata,60  & above year,Male,Rs. 1 to less than 3 lakh,Jorasanko,Post Graduate,1 to 2,1,Self Employed/ Business,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Remain the same
4057,44,Sep-18,Kolkata,60  & above year,Male,Rs. 1 to less than 3 lakh,Kasba,Below 5th Std,5 and more,1,Retired/Pensioners,Worsened,Will worsen,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4058,44,Sep-18,Kolkata,60  & above year,Male,Rs. 1 to less than 3 lakh,Kashipur-Belgachhia,Illiterate,5 and more,1,Unemployed,Worsened,Will worsen,Increased,Will decrease,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4059,44,Sep-18,Kolkata,60  & above year,Male,Rs. 1 to less than 3 lakh,Maniktola,Graduate,1 to 2,1,Retired/Pensioners,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4060,44,Sep-18,Kolkata,60  & above year,Male,Rs. 1 to less than 3 lakh,Maniktola,Graduate,1 to 2,1,Retired/Pensioners,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Remained the same,Will increase,Increased,Remain the same,Worsened,Will worsen,Increased,Remain the same,Increased,
4061,44,Sep-18,Kolkata,60  & above year,Male,Rs. 1 to less than 3 lakh,Noapara,Graduate,3 or 4,1,Retired/Pensioners,Worsened,Will worsen,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4062,44,Sep-18,Kolkata,60  & above year,Male,Rs. 1 to less than 3 lakh,Rashbehari,5th Std-Below 10th Std,5 and more,3,Self Employed/ Business,Worsened,Will worsen,Increased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4063,44,Sep-18,Kolkata,60  & above year,Male,Rs. 1 to less than 3 lakh,Shyampukur,Below 5th Std,5 and more,2,Retired/Pensioners,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4064,44,Sep-18,Kolkata,60  & above year,Male,Rs. 1 to less than 3 lakh,Tollyganj,12th Std,3 or 4,2,Retired/Pensioners,Improved,Will improve,Remained the same,Will increase,Decreased,Will increase,Decreased,Will increase,Decreased,Will increase,Improved,Will improve,Increased,Will increase,Remained the same,Will decrease
4065,44,Sep-18,Kolkata,60  & above year,Male,Rs. 1 to less than 3 lakh,Tollyganj,5th Std-Below 10th Std,5 and more,1,Daily worker,Worsened,Will worsen,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
4066,44,Sep-18,Kolkata,60  & above year,Male,Rs. 3 lakh to 5 lakh,Ballygunge,Graduate,3 or 4,1,Self Employed/ Business,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4067,44,Sep-18,Kolkata,60  & above year,Male,Rs. 3 lakh to 5 lakh,Dum Dum,Graduate,5 and more,1,Retired/Pensioners,Worsened,Will worsen,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4068,44,Sep-18,Kolkata,60  & above year,Male,Rs. 3 lakh to 5 lakh,Jorasanko,Graduate,5 and more,2,Retired/Pensioners,Remained the same,Will worsen,Remained the same,Will decrease,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4069,44,Sep-18,Kolkata,60  & above year,Male,Rs. 5 lakh or more,Maniktola,Graduate,5 and more,3,Retired/Pensioners,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
4070,44,Sep-18,Lucknow,22-29 year,Female,Rs. 1 lakh or less,LUCKNOW CANTT,12th Std,3 or 4,1,House wife,Improved,Will improve,Decreased,Will increase,Remained the same,Will increase,Decreased,Will increase,Decreased,Remain the same,Improved,Will improve,Increased,Will increase,Remained the same,Will increase
4071,44,Sep-18,Lucknow,22-29 year,Female,Rs. 1 lakh or less,LUCKNOW CANTT,5th Std-Below 10th Std,3 or 4,1,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will decrease,Decreased,
4072,44,Sep-18,Lucknow,22-29 year,Female,Rs. 1 lakh or less,LUCKNOW CANTT,5th Std-Below 10th Std,5 and more,1,House wife,Worsened,Remain the same,Remained the same,Will increase,Increased,Remain the same,Increased,Remain the same,Remained the same,Will decrease,Worsened,Remain the same,Increased,Remain the same,Remained the same,
4073,44,Sep-18,Lucknow,22-29 year,Female,Rs. 1 lakh or less,LUCKNOW CANTT,Graduate,3 or 4,1,House wife,Improved,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
4074,44,Sep-18,Lucknow,22-29 year,Female,Rs. 1 lakh or less,LUCKNOW CANTT,Post Graduate,1 to 2,1,House wife,Remained the same,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Improved,Will improve,Increased,Will increase,Remained the same,Remain the same
4075,44,Sep-18,Lucknow,22-29 year,Female,Rs. 1 lakh or less,LUCKNOW CENTRAL,Illiterate,3 or 4,1,Unemployed,Worsened,Will worsen,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4076,44,Sep-18,Lucknow,22-29 year,Female,Rs. 1 lakh or less,LUCKNOW CENTRAL,Post Graduate,5 and more,2,Unemployed,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
4077,44,Sep-18,Lucknow,22-29 year,Female,Rs. 1 lakh or less,LUCKNOW EAST,5th Std-Below 10th Std,5 and more,1,House wife,Worsened,Will improve,Increased,Remain the same,Increased,Will increase,Increased,Remain the same,Increased,Will increase,Remained the same,Will improve,Increased,Remain the same,Increased,
4078,44,Sep-18,Lucknow,22-29 year,Female,Rs. 1 lakh or less,LUCKNOW EAST,5th Std-Below 10th Std,5 and more,2,House wife,Remained the same,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Improved,Remain the same,Increased,Will increase,Increased,Will increase
4079,44,Sep-18,Lucknow,22-29 year,Female,Rs. 1 lakh or less,LUCKNOW EAST,Graduate,1 to 2,1,House wife,Improved,Remain the same,Remained the same,Will increase,Increased,Will increase,Increased,Remain the same,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
4080,44,Sep-18,Lucknow,22-29 year,Female,Rs. 1 lakh or less,LUCKNOW EAST,Graduate,3 or 4,1,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
4081,44,Sep-18,Lucknow,22-29 year,Female,Rs. 1 lakh or less,LUCKNOW EAST,Graduate,5 and more,1,House wife,Remained the same,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Improved,Will improve,Increased,Will increase,Remained the same,Will increase
4082,44,Sep-18,Lucknow,22-29 year,Female,Rs. 1 lakh or less,LUCKNOW EAST,Post Graduate,5 and more,1,Unemployed,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
4083,44,Sep-18,Lucknow,22-29 year,Female,Rs. 1 lakh or less,LUCKNOW WEST,Graduate,1 to 2,1,Self Employed/ Business,Remained the same,Will improve,Remained the same,Will increase,Remained the same,Remain the same,Increased,Will increase,Decreased,Will decrease,Improved,Will improve,Increased,Will increase,Increased,Remain the same
4084,44,Sep-18,Lucknow,22-29 year,Female,Rs. 1 lakh or less,LUCKNOW WEST,Graduate,3 or 4,1,House wife,Remained the same,Will worsen,Decreased,Will increase,Remained the same,Will increase,Decreased,Will increase,Decreased,Remain the same,Worsened,Remain the same,Increased,Will increase,Increased,Remain the same
4085,44,Sep-18,Lucknow,22-29 year,Female,Rs. 1 lakh or less,LUCKNOW WEST,Graduate,5 and more,1,House wife,Worsened,Will worsen,Decreased,Will increase,Decreased,Will increase,Remained the same,Will increase,Decreased,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Remain the same
4086,44,Sep-18,Lucknow,22-29 year,Female,Rs. 1 to less than 3 lakh,LUCKNOW CANTT,10th Std-Below 12th Std,5 and more,2,House wife,Improved,Remain the same,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Improved,Will improve,Increased,Will increase,Increased,Remain the same
4087,44,Sep-18,Lucknow,22-29 year,Female,Rs. 1 to less than 3 lakh,LUCKNOW CANTT,Graduate,3 or 4,1,Unemployed,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
4088,44,Sep-18,Lucknow,22-29 year,Female,Rs. 1 to less than 3 lakh,LUCKNOW CANTT,Post Graduate,3 or 4,1,House wife,Improved,Will improve,Increased,Will increase,Remained the same,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Will increase,Decreased,Will decrease
4089,44,Sep-18,Lucknow,22-29 year,Female,Rs. 1 to less than 3 lakh,LUCKNOW CENTRAL,10th Std-Below 12th Std,5 and more,2,House wife,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will improve,Increased,Will increase,Increased,Will increase
4090,44,Sep-18,Lucknow,22-29 year,Female,Rs. 1 to less than 3 lakh,LUCKNOW CENTRAL,Graduate,5 and more,1,House wife,Worsened,Will worsen,Remained the same,Remain the same,Increased,Remain the same,Increased,Will increase,Remained the same,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4091,44,Sep-18,Lucknow,22-29 year,Female,Rs. 1 to less than 3 lakh,LUCKNOW EAST,5th Std-Below 10th Std,5 and more,1,House wife,Remained the same,Remain the same,Decreased,Will increase,Increased,Will decrease,Increased,Will decrease,Decreased,Will decrease,Remained the same,Will worsen,Increased,Will decrease,Decreased,
4092,44,Sep-18,Lucknow,22-29 year,Female,Rs. 1 to less than 3 lakh,LUCKNOW EAST,5th Std-Below 10th Std,5 and more,1,House wife,Remained the same,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Remained the same,Will increase,,Will increase
4093,44,Sep-18,Lucknow,22-29 year,Female,Rs. 1 to less than 3 lakh,LUCKNOW EAST,5th Std-Below 10th Std,5 and more,1,House wife,Worsened,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will increase,Improved,Will improve,Remained the same,Remain the same,,
4094,44,Sep-18,Lucknow,22-29 year,Female,Rs. 1 to less than 3 lakh,LUCKNOW EAST,Post Graduate,5 and more,3,Unemployed,Improved,Remain the same,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Remain the same,Increased,Will increase,Improved,Remain the same,Increased,Will increase,Increased,Remain the same
4095,44,Sep-18,Lucknow,22-29 year,Female,Rs. 1 to less than 3 lakh,LUCKNOW NORTH,5th Std-Below 10th Std,5 and more,2,House wife,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Improved,Will improve,Increased,Will increase,Remained the same,Remain the same
4096,44,Sep-18,Lucknow,22-29 year,Female,Rs. 1 to less than 3 lakh,LUCKNOW NORTH,Graduate,3 or 4,1,Unemployed,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4097,44,Sep-18,Lucknow,22-29 year,Female,Rs. 1 to less than 3 lakh,LUCKNOW WEST,Graduate,5 and more,1,House wife,Improved,Will improve,Remained the same,Will increase,Remained the same,Remain the same,Remained the same,Remain the same,Decreased,Will decrease,Improved,Will improve,Increased,Will increase,Increased,Will increase
4098,44,Sep-18,Lucknow,22-29 year,Female,Rs. 3 lakh to 5 lakh,LUCKNOW CANTT,Post Graduate,5 and more,2,Employed,Worsened,Remain the same,Remained the same,Will increase,Increased,Remain the same,Increased,Will increase,Decreased,Remain the same,Worsened,Will improve,Increased,Remain the same,Increased,
4099,44,Sep-18,Lucknow,22-29 year,Female,Rs. 3 lakh to 5 lakh,LUCKNOW EAST,Graduate,5 and more,2,Unemployed,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Remained the same,Will increase,Increased,Will increase,Remained the same,Remain the same,Increased,Remain the same,Increased,
4100,44,Sep-18,Lucknow,22-29 year,Female,Rs. 3 lakh to 5 lakh,LUCKNOW NORTH,Post Graduate,3 or 4,2,Unemployed,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will improve,Increased,Remain the same,Increased,
4101,44,Sep-18,Lucknow,22-29 year,Female,Rs. 5 lakh or more,LUCKNOW NORTH,Post Graduate,5 and more,3,Employed,Remained the same,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Remained the same,Will improve,Increased,Will decrease,Increased,
4102,44,Sep-18,Lucknow,22-29 year,Female,Rs. 5 lakh or more,LUCKNOW WEST,Graduate,5 and more,2,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
4103,44,Sep-18,Lucknow,22-29 year,Female,Rs. 5 lakh or more,LUCKNOW WEST,Post Graduate,5 and more,3,House wife,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will improve,Increased,Remain the same,Increased,
4104,44,Sep-18,Lucknow,22-29 year,Male,Rs. 1 lakh or less,LUCKNOW CANTT,5th Std-Below 10th Std,3 or 4,2,Employed,Remained the same,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will decrease
4105,44,Sep-18,Lucknow,22-29 year,Male,Rs. 1 lakh or less,LUCKNOW CANTT,Graduate,3 or 4,2,Employed,Improved,Will improve,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Improved,Will improve,Decreased,Will decrease,,
4106,44,Sep-18,Lucknow,22-29 year,Male,Rs. 1 lakh or less,LUCKNOW CANTT,Graduate,5 and more,1,Employed,Remained the same,Will improve,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Will increase,Decreased,Remain the same,Worsened,Will improve,Remained the same,Remain the same,,
4107,44,Sep-18,Lucknow,22-29 year,Male,Rs. 1 lakh or less,LUCKNOW CANTT,Graduate,5 and more,1,Self Employed/ Business,Remained the same,Will worsen,Decreased,Will decrease,Remained the same,Will increase,Decreased,Remain the same,Decreased,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
4108,44,Sep-18,Lucknow,22-29 year,Male,Rs. 1 lakh or less,LUCKNOW CANTT,Graduate,5 and more,1,Unemployed,Improved,Remain the same,Decreased,Will decrease,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will decrease,Worsened,Remain the same,Decreased,Remain the same,,
4109,44,Sep-18,Lucknow,22-29 year,Male,Rs. 1 lakh or less,LUCKNOW CANTT,Graduate,5 and more,1,Unemployed,Worsened,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will increase,Improved,Will improve,Remained the same,Will decrease,,
4110,44,Sep-18,Lucknow,22-29 year,Male,Rs. 1 lakh or less,LUCKNOW CANTT,Post Graduate,5 and more,1,Employed,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Remain the same,Increased,Will increase,Remained the same,Will increase
4111,44,Sep-18,Lucknow,22-29 year,Male,Rs. 1 lakh or less,LUCKNOW CENTRAL,5th Std-Below 10th Std,1 to 2,1,Employed,Remained the same,Will improve,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
4112,44,Sep-18,Lucknow,22-29 year,Male,Rs. 1 lakh or less,LUCKNOW CENTRAL,5th Std-Below 10th Std,5 and more,2,Employed,Worsened,Will improve,Increased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Remain the same,Increased,
4113,44,Sep-18,Lucknow,22-29 year,Male,Rs. 1 lakh or less,LUCKNOW EAST,5th Std-Below 10th Std,5 and more,1,Self Employed/ Business,Remained the same,Will improve,Remained the same,Will increase,Remained the same,Remain the same,Increased,Remain the same,Decreased,Remain the same,Remained the same,Will improve,Increased,Will increase,Increased,Remain the same
4114,44,Sep-18,Lucknow,22-29 year,Male,Rs. 1 lakh or less,LUCKNOW EAST,Graduate,5 and more,1,Unemployed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will decrease,Decreased,
4115,44,Sep-18,Lucknow,22-29 year,Male,Rs. 1 lakh or less,LUCKNOW EAST,Graduate,5 and more,1,Unemployed,Remained the same,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
4116,44,Sep-18,Lucknow,22-29 year,Male,Rs. 1 lakh or less,LUCKNOW EAST,Post Graduate,5 and more,2,Self Employed/ Business,Improved,Remain the same,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Remain the same,Worsened,Will improve,Increased,Will increase,Increased,Remain the same
4117,44,Sep-18,Lucknow,22-29 year,Male,Rs. 1 lakh or less,LUCKNOW NORTH,12th Std,3 or 4,1,Unemployed,Improved,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Improved,Will improve,Increased,Will increase,Increased,Will increase
4118,44,Sep-18,Lucknow,22-29 year,Male,Rs. 1 lakh or less,LUCKNOW NORTH,Graduate,3 or 4,1,Unemployed,Improved,Will improve,Decreased,Will increase,Remained the same,Will increase,Remained the same,Will increase,Decreased,Will increase,Remained the same,Will improve,Decreased,Will increase,,Remain the same
4119,44,Sep-18,Lucknow,22-29 year,Male,Rs. 1 to less than 3 lakh,LUCKNOW CANTT,Graduate,3 or 4,1,Unemployed,Worsened,Will improve,Decreased,Remain the same,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Will decrease,Worsened,Will improve,Increased,Will increase,Increased,Remain the same
4120,44,Sep-18,Lucknow,22-29 year,Male,Rs. 1 to less than 3 lakh,LUCKNOW EAST,Graduate,3 or 4,2,Unemployed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will decrease,Remained the same,Will increase,Remained the same,Will improve,Increased,Will decrease,Increased,
4121,44,Sep-18,Lucknow,22-29 year,Male,Rs. 1 to less than 3 lakh,LUCKNOW EAST,Graduate,5 and more,2,Employed,Improved,Will improve,Increased,Will increase,Remained the same,Remain the same,Increased,Remain the same,Remained the same,Remain the same,Improved,Will improve,Remained the same,Will increase,,Remain the same
4122,44,Sep-18,Lucknow,22-29 year,Male,Rs. 1 to less than 3 lakh,LUCKNOW NORTH,Graduate,3 or 4,2,Self Employed/ Business,Worsened,Will worsen,Decreased,Will decrease,Decreased,Remain the same,Increased,Remain the same,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4123,44,Sep-18,Lucknow,22-29 year,Male,Rs. 1 to less than 3 lakh,LUCKNOW NORTH,Graduate,5 and more,1,Self Employed/ Business,Worsened,Will worsen,Remained the same,Will increase,Remained the same,Remain the same,Remained the same,Remain the same,Decreased,Will decrease,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
4124,44,Sep-18,Lucknow,22-29 year,Male,Rs. 1 to less than 3 lakh,LUCKNOW WEST,10th Std-Below 12th Std,3 or 4,1,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will decrease,Increased,
4125,44,Sep-18,Lucknow,22-29 year,Male,Rs. 1 to less than 3 lakh,LUCKNOW WEST,10th Std-Below 12th Std,3 or 4,1,Employed,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Remain the same,Decreased,Will increase,,Will increase
4126,44,Sep-18,Lucknow,22-29 year,Male,Rs. 3 lakh to 5 lakh,LUCKNOW NORTH,5th Std-Below 10th Std,5 and more,1,Employed,Remained the same,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Remain the same,Worsened,Will worsen,Increased,Will increase,Remained the same,Will increase
4127,44,Sep-18,Lucknow,22-29 year,Male,Rs. 3 lakh to 5 lakh,LUCKNOW NORTH,Graduate,3 or 4,2,Unemployed,Improved,Will improve,Remained the same,Will increase,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Remain the same,Remained the same,Will improve,Remained the same,Will increase,,Remain the same
4128,44,Sep-18,Lucknow,22-29 year,Male,Rs. 3 lakh to 5 lakh,LUCKNOW NORTH,Graduate,3 or 4,2,Unemployed,Worsened,Will worsen,Increased,Will increase,Increased,Remain the same,Increased,Remain the same,Decreased,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,,
4129,44,Sep-18,Lucknow,22-29 year,Male,Rs. 3 lakh to 5 lakh,LUCKNOW NORTH,Graduate,5 and more,2,Unemployed,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will decrease,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
4130,44,Sep-18,Lucknow,22-29 year,Male,Rs. 3 lakh to 5 lakh,LUCKNOW NORTH,Graduate,5 and more,2,Unemployed,Worsened,Will worsen,Increased,Remain the same,Increased,Remain the same,Increased,Remain the same,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Remain the same
4131,44,Sep-18,Lucknow,22-29 year,Male,Rs. 3 lakh to 5 lakh,LUCKNOW WEST,Graduate,5 and more,2,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
4132,44,Sep-18,Lucknow,22-29 year,Male,Rs. 5 lakh or more,LUCKNOW EAST,12th Std,5 and more,2,Unemployed,Worsened,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Remain the same
4133,44,Sep-18,Lucknow,22-29 year,Male,Rs. 5 lakh or more,LUCKNOW NORTH,Graduate,5 and more,2,Unemployed,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Remain the same
4134,44,Sep-18,Lucknow,30-39 year,Female,Rs. 1 lakh or less,LUCKNOW CANTT,12th Std,3 or 4,2,Self Employed/ Business,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will decrease,Increased,Will increase,Improved,Will improve,Increased,Will increase,Decreased,Will increase
4135,44,Sep-18,Lucknow,30-39 year,Female,Rs. 1 lakh or less,LUCKNOW CANTT,Below 5th Std,3 or 4,1,House wife,Remained the same,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will decrease,Increased,
4136,44,Sep-18,Lucknow,30-39 year,Female,Rs. 1 lakh or less,LUCKNOW CANTT,Below 5th Std,5 and more,4,House wife,Worsened,Will improve,Decreased,Will increase,Decreased,Will increase,Remained the same,Will increase,Decreased,Will increase,Improved,Will improve,Increased,Will decrease,Increased,
4137,44,Sep-18,Lucknow,30-39 year,Female,Rs. 1 lakh or less,LUCKNOW CANTT,Graduate,5 and more,1,House wife,Worsened,Will worsen,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Remained the same,Will increase
4138,44,Sep-18,Lucknow,30-39 year,Female,Rs. 1 lakh or less,LUCKNOW CANTT,Graduate,5 and more,3,Unemployed,Remained the same,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Remain the same
4139,44,Sep-18,Lucknow,30-39 year,Female,Rs. 1 lakh or less,LUCKNOW CENTRAL,5th Std-Below 10th Std,5 and more,1,House wife,Worsened,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
4140,44,Sep-18,Lucknow,30-39 year,Female,Rs. 1 lakh or less,LUCKNOW EAST,5th Std-Below 10th Std,5 and more,1,House wife,Improved,Remain the same,Decreased,Remain the same,Increased,Remain the same,Increased,Remain the same,Remained the same,Remain the same,Worsened,Will improve,Remained the same,Will increase,,Will increase
4141,44,Sep-18,Lucknow,30-39 year,Female,Rs. 1 lakh or less,LUCKNOW EAST,Graduate,5 and more,1,House wife,Remained the same,Remain the same,Increased,Remain the same,Increased,Remain the same,Increased,Will decrease,Increased,Will increase,Worsened,Remain the same,Increased,Will increase,Decreased,Will increase
4142,44,Sep-18,Lucknow,30-39 year,Female,Rs. 1 lakh or less,LUCKNOW NORTH,12th Std,5 and more,2,Self Employed/ Business,Remained the same,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Remained the same,Will improve,Increased,Will increase,Increased,Remain the same
4143,44,Sep-18,Lucknow,30-39 year,Female,Rs. 1 lakh or less,LUCKNOW WEST,10th Std-Below 12th Std,5 and more,2,Self Employed/ Business,Improved,Will improve,Remained the same,Will increase,Decreased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will improve,Increased,Will increase,Increased,Will increase
4144,44,Sep-18,Lucknow,30-39 year,Female,Rs. 1 lakh or less,LUCKNOW WEST,Below 5th Std,5 and more,1,House wife,Improved,Remain the same,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Remain the same,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
